Time,TrialNum,TriggerNum,Referencelandmark,Displaylandmark, GroundTruthDirection_x, GroundTruthDirection_y, GroundTruthDirection_z, EstDirection_x, EstDirection_y, EstDirection_z, Angle
4/9/2023 14:33,0,1,R1L7_FoodMart,R1L1_Bridge,0.9124636,0,-0.4089956,0.01764396,0,0.999699,113.132
4/9/2023 14:33,1,2,R1L7_FoodMart,R1L2_Skyscraper1,0.9124646,0,-0.4089961,-0.8503265,0,0.52525,172.44
4/9/2023 14:33,2,3,R1L7_FoodMart,R1L3_Church,-0.1691152,0,-0.9821098,-0.8597295,0,0.5085358,110.834
4/9/2023 14:33,3,4,R1L7_FoodMart,R1L4_GasStation,-0.7322582,0,-0.6809062,-0.1329009,0,-0.986321,39.407
4/9/2023 14:33,4,5,R1L7_FoodMart,R1L5_BasketballCourt,-0.7322579,0,-0.6809059,-0.9892122,0,0.06127197,46.463
4/9/2023 14:33,5,6,R1L7_FoodMart,R1L6_SkyScraper2,-0.5676345,0,0.7684523,0.02855689,0,0.9844369,38.114
4/9/2023 14:34,6,8,R1L1_Bridge,R1L2_Skyscraper1,-0.7054595,0,0.6837018,0.09751817,0,0.9936802,51.502
4/9/2023 14:34,7,9,R1L1_Bridge,R1L3_Church,-0.7106912,0,-0.6983832,0.04705409,0,0.998374,137.198
4/9/2023 14:34,8,10,R1L1_Bridge,R1L4_GasStation,-0.9943063,0,-0.1062725,0.9933225,0,-0.1124925,167.438
4/9/2023 14:34,9,11,R1L1_Bridge,R1L5_BasketballCourt,-0.9943065,0,-0.1062726,0.0494795,0,-0.9828865,86.781
4/9/2023 14:34,10,12,R1L1_Bridge,R1L6_SkyScraper2,-0.7054676,0,0.6837096,-0.9980687,0,0.05882949,40.729
4/9/2023 14:34,11,13,R1L1_Bridge,R1L7_FoodMart,-0.8401984,0,0.5392722,0.01949885,0,-0.9996626,123.811
4/9/2023 14:34,12,15,R1L6_SkyScraper2,R1L1_Bridge,0.8460441,0,-0.5330889,-0.1112523,0,-0.9931142,64.177
4/9/2023 14:34,13,16,R1L6_SkyScraper2,R1L2_Skyscraper1,0.8460442,0,-0.533089,-0.9944218,0,0.04883889,150.597
4/9/2023 14:34,14,17,R1L6_SkyScraper2,R1L3_Church,0.3175445,0,-0.9468423,-0.9967844,0,-0.003093643,108.362
4/9/2023 14:34,15,18,R1L6_SkyScraper2,R1L4_GasStation,0.2536347,0,-0.9672685,0.9973511,0,-0.06820622,71.395
4/9/2023 14:34,16,19,R1L6_SkyScraper2,R1L5_BasketballCourt,0.2536349,0,-0.9672695,0.9971031,0,-0.01686485,74.338
4/9/2023 14:34,17,20,R1L6_SkyScraper2,R1L7_FoodMart,0.8070542,0,-0.5895473,-0.9992287,0,0.03161289,145.664
4/9/2023 14:35,18,22,R1L2_Skyscraper1,R1L1_Bridge,0.8115247,0,0.5838875,0.05906602,0,-0.9980063,122.348
