Time,TrialNum,TriggerNum,Referencelandmark,Displaylandmark, GroundTruthDirection_x, GroundTruthDirection_y, GroundTruthDirection_z, EstDirection_x, EstDirection_y, EstDirection_z, Angle
4/8/2023 13:34,0,1,R1L2_Skyscraper1,R1L1_Bridge,0.8115314,0,0.5838923,0.6901147,0,0.7220784,10.562
4/8/2023 13:34,1,2,R1L2_Skyscraper1,R1L3_Church,-0.7019471,0,-0.7030216,-0.496087,0,-0.8670723,15.181
4/8/2023 13:34,2,3,R1L2_Skyscraper1,R1L4_GasStation,-0.9955956,0,0.09328846,-0.9940598,0,-0.1080917,11.559
4/8/2023 13:34,3,4,R1L2_Skyscraper1,R1L5_BasketballCourt,-0.9955952,0,0.09328842,-0.5770697,0,0.8165886,49.399
4/8/2023 13:34,4,5,R1L2_Skyscraper1,R1L6_SkyScraper2,-0.5784984,0,0.7943218,-0.5768177,0,0.8164703,0.825
4/8/2023 13:34,5,6,R1L2_Skyscraper1,R1L7_FoodMart,-0.4964648,0,0.8662019,0.4010305,0,0.91328,53.526
4/8/2023 13:35,6,8,R1L3_Church,R1L1_Bridge,0.8190191,0,0.5736951,0.6519199,0,0.7575341,14.275
4/8/2023 13:35,7,9,R1L3_Church,R1L2_Skyscraper1,0.819019,0,0.5736951,0.9074878,0,0.4024965,11.091
4/8/2023 13:35,8,10,R1L3_Church,R1L4_GasStation,-0.746869,0,0.6648206,-0.8082415,0,0.5854536,5.756
4/8/2023 13:35,9,11,R1L3_Church,R1L5_BasketballCourt,-0.7468688,0,0.6648205,-0.5586796,0,0.8293737,14.361
4/8/2023 13:35,10,12,R1L3_Church,R1L6_SkyScraper2,-0.3111477,0,0.9334432,-0.6421638,0,0.7590799,21.796
4/8/2023 13:35,11,13,R1L3_Church,R1L7_FoodMart,0.1635934,0,0.9856774,0.4891502,0,0.8660023,20.036
4/8/2023 13:35,12,15,R1L6_SkyScraper2,R1L1_Bridge,0.8460453,0,-0.5330897,-0.6269648,0,-0.779022,96.613
4/8/2023 13:35,13,16,R1L6_SkyScraper2,R1L2_Skyscraper1,0.8460453,0,-0.5330896,-0.888059,0,-0.4592346,120.441
4/8/2023 13:35,14,17,R1L6_SkyScraper2,R1L3_Church,0.3175482,0,-0.9468531,-0.9807457,0,-0.1951879,97.284
4/8/2023 13:36,15,18,R1L6_SkyScraper2,R1L4_GasStation,0.2536354,0,-0.9672714,-0.6993511,0,-0.7147195,59.07
4/8/2023 13:36,16,19,R1L6_SkyScraper2,R1L5_BasketballCourt,0.2536355,0,-0.9672715,-0.9016932,0,-0.4302347,79.185
4/8/2023 13:36,17,20,R1L6_SkyScraper2,R1L7_FoodMart,0.8070584,0,-0.5895504,0.9955183,0,0.09397223,41.54
4/8/2023 13:37,18,22,R1L7_FoodMart,R1L1_Bridge,0.9124697,0,-0.4089982,-0.8552004,0,-0.5150431,124.798
4/8/2023 13:37,19,23,R1L7_FoodMart,R1L2_Skyscraper1,0.9124696,0,-0.4089983,0.5043006,0,-0.8581084,35.414
4/8/2023 13:37,20,24,R1L7_FoodMart,R1L3_Church,-0.1691192,0,-0.9821334,-0.1366831,0,-0.9900929,1.91
4/8/2023 13:37,21,25,R1L7_FoodMart,R1L4_GasStation,-0.7322633,0,-0.6809109,0.7095072,0,-0.7046006,92.28
4/8/2023 13:37,22,26,R1L7_FoodMart,R1L5_BasketballCourt,-0.732263,0,-0.6809106,0.3914518,0,-0.9200193,70.13
4/8/2023 13:37,23,27,R1L7_FoodMart,R1L6_SkyScraper2,-0.567708,0,0.7685518,0.4560931,0,-0.8887786,170.713
4/8/2023 13:37,24,29,R1L1_Bridge,R1L2_Skyscraper1,-0.7054939,0,0.683735,-0.876324,0,-0.4817004,72.9
4/8/2023 13:37,25,30,R1L1_Bridge,R1L3_Church,-0.7107068,0,-0.6983985,-0.9358332,0,-0.3387313,24.601
4/8/2023 13:38,26,31,R1L1_Bridge,R1L4_GasStation,-0.9943085,0,-0.1062728,-0.9908605,0,-0.1348449,1.649
4/8/2023 13:38,27,32,R1L1_Bridge,R1L5_BasketballCourt,-0.9943087,0,-0.1062728,-0.9765375,0,0.2012135,17.743
4/8/2023 13:38,28,33,R1L1_Bridge,R1L6_SkyScraper2,-0.7054912,0,0.6837325,-0.8433449,0,0.5367763,11.627
4/8/2023 13:38,29,34,R1L1_Bridge,R1L7_FoodMart,-0.8402316,0,0.5392935,-0.9703587,0,0.2411637,18.737
4/8/2023 13:38,30,36,R1L4_GasStation,R1L1_Bridge,0.9869421,0,0.160897,0.7775921,0,0.6271673,29.629
